namespace,country,system_owner_code,system_owner,code_system,code_system_name,differentiating_code_system,differentiating_code_system_description,area_code,area_name,area_type,typology,species_specific,parent_area,layer_name,source,georef,georef_code,shape_file,coordinates,x_west,x_east,y_south,y_north
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,1,Timor Transition,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 1,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,2,Timor Province,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 2,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,3,Northwest Transition,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 3,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,4,Northwest Province,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 4,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,5,Central Western Transition,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 5,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,6,Central Western Province,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 6,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,7,Southwest Transition,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 7,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,8,Southern Province,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 8,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,9,West Tasmania Transition,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 9,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,10,Tasmania Province,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 10,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,11,Southeast Transition,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 11,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,12,Central Eastern Province,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 12,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,13,Tasman Basin Province,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 13,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,14,Lord Howe Province,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 14,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,15,Central Eastern Transition,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 15,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,16,Kenn Transition,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 16,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,17,Kenn Province,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 17,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,18,Northeast Province,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 18,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,19,Northeast Transition,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 19,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,20,Cape Province,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 20,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,21,Norfolk Island Province,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 21,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,22,Cocos (Keeling) Island Province,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 22,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,23,Christmas Island Province,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 23,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,24,Macquarie Island Province,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 24,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,25,Northern Shelf Province,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 25,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,26,Northwest Shelf Transition,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 26,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,27,Northwest Shelf Province,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 27,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,28,Central Western Shelf Transition,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 28,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,29,Central Western Shelf Province,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 29,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,30,Southwest Shelf Transition,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 30,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,31,Southwest Shelf Province,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 31,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,32,Great Australian Bight Shelf Transition,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 32,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,33,Spencer Gulf Shelf Province,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 33,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,34,Western Bass Strait Shelf Transition,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 34,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,35,Bass Strait Shelf Province,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 35,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,36,Tasmanian Shelf Province,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 36,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,37,Southeast Shelf Transition,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 37,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,38,Central Eastern Shelf Province,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 38,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,39,Central Eastern Shelf Transition,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 39,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,40,Northeast Shelf Province,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 40,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_pb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",pb,Provincial Bioregions,NA,NA,41,Northeast Shelf Transition,Privincial Bioregion,Statistical area,No,eez:AUS,Australian Provincial Bioregion 41,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BFE2137A8-D746-4DF6-A18C-04B9E9292B13%7D,imcra4_pb,PB_NUM,imcra4_pb.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_mb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",mb,Mesoscale Bioregions,NA,NA,1,Shoalwater Coast,Mesoscale Bioregion,Statistical area,No,eez:AUS,Australian Mesoscale Bioregion 1,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BE6EED98E-2800-424F-A1E9-D489E71E99BB%7D,imcra4_meso,MESO_NUM,imcra4_meso.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_mb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",mb,Mesoscale Bioregions,NA,NA,2,Pompey-Swains,Mesoscale Bioregion,Statistical area,No,eez:AUS,Australian Mesoscale Bioregion 2,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BE6EED98E-2800-424F-A1E9-D489E71E99BB%7D,imcra4_meso,MESO_NUM,imcra4_meso.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_mb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",mb,Mesoscale Bioregions,NA,NA,3,Mackay-Capricorn,Mesoscale Bioregion,Statistical area,No,eez:AUS,Australian Mesoscale Bioregion 3,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BE6EED98E-2800-424F-A1E9-D489E71E99BB%7D,imcra4_meso,MESO_NUM,imcra4_meso.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_mb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",mb,Mesoscale Bioregions,NA,NA,4,Lucinda-Mackay Coast,Mesoscale Bioregion,Statistical area,No,eez:AUS,Australian Mesoscale Bioregion 4,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BE6EED98E-2800-424F-A1E9-D489E71E99BB%7D,imcra4_meso,MESO_NUM,imcra4_meso.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_mb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",mb,Mesoscale Bioregions,NA,NA,5,Central Reef,Mesoscale Bioregion,Statistical area,No,eez:AUS,Australian Mesoscale Bioregion 5,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BE6EED98E-2800-424F-A1E9-D489E71E99BB%7D,imcra4_meso,MESO_NUM,imcra4_meso.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_mb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",mb,Mesoscale Bioregions,NA,NA,6,Wet Tropic Coast,Mesoscale Bioregion,Statistical area,No,eez:AUS,Australian Mesoscale Bioregion 6,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BE6EED98E-2800-424F-A1E9-D489E71E99BB%7D,imcra4_meso,MESO_NUM,imcra4_meso.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_mb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",mb,Mesoscale Bioregions,NA,NA,7,Ribbons,Mesoscale Bioregion,Statistical area,No,eez:AUS,Australian Mesoscale Bioregion 7,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BE6EED98E-2800-424F-A1E9-D489E71E99BB%7D,imcra4_meso,MESO_NUM,imcra4_meso.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
aus_mb,aus,awe,"Australian Government Department of Agriculture, Water and Environment",mb,Mesoscale Bioregions,NA,NA,8,East Cape York,Mesoscale Bioregion,Statistical area,No,eez:AUS,Australian Mesoscale Bioregion 8,http://www.environment.gov.au/fed/catalog/search/resource/downloadData.page?uuid=%7BE6EED98E-2800-424F-A1E9-D489E71E99BB%7D,imcra4_meso,MESO_NUM,imcra4_meso.zip,https://parksaustralia.gov.au/marine/management/resources/scientific-publications/guide-integrated-marine-and-coastal-regionalisation-australia-version-40-june-2006-imcra/,NA,NA,NA,NA
